Well_ID,Well_Name,Field_Location,Date,Oil_Production_BBL,Gas_Production_MSCF,Water_Cut_Percentage,Downtime_Hours,Equipment_Status
WELL_017,Delta-Q-17,Niger Delta Onshore,5/18/2024,2152,12896,13.02,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/19/2024,2157,12714,13.06,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/20/2024,2210,12807,13.09,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,5/21/2024,2142,12901,13.12,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,5/22/2024,2158,12775,13.14,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/23/2024,2129,12855,13.17,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/24/2024,2187,12717,13.22,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/25/2024,1515,8965,13.25,7,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,5/26/2024,2156,12867,13.29,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/27/2024,2160,12877,13.3,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/28/2024,2203,12858,13.32,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/29/2024,2193,12795,13.36,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/30/2024,2114,12863,13.39,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,5/31/2024,2184,12701,13.44,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/1/2024,2202,12805,13.46,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/2/2024,502,3569,13.49,10,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,6/3/2024,2128,12804,13.52,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/4/2024,2160,12704,13.53,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/5/2024,2160,12680,13.55,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/6/2024,2122,12763,13.6,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/7/2024,2119,12734,13.62,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/8/2024,2153,12841,13.65,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/9/2024,2146,12753,13.69,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/10/2024,2139,12815,13.71,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/11/2024,1460,8837,13.73,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,6/12/2024,2149,12857,13.78,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/13/2024,2104,12808,13.79,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/14/2024,2101,12739,13.82,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/15/2024,1508,8926,13.87,5,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,6/16/2024,2101,12708,13.92,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/17/2024,2167,12821,13.95,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/18/2024,2141,12808,13.98,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/19/2024,2160,12742,14.02,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/20/2024,2115,12672,14.07,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/21/2024,2112,12705,14.1,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/22/2024,1405,8876,14.13,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,6/23/2024,2160,12761,14.16,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/24/2024,458,1168,14.19,15,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,6/25/2024,2138,12668,14.2,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/26/2024,1451,8747,14.25,5,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,6/27/2024,2096,12833,14.29,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,6/28/2024,2149,12742,14.32,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,6/29/2024,1434,8870,14.35,6,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,6/30/2024,2087,12672,14.38,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/1/2024,2099,12765,14.41,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/2/2024,2169,12725,14.44,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/3/2024,1424,8709,14.48,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,7/4/2024,444,1955,14.5,22,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,7/5/2024,2142,12626,14.52,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/6/2024,1416,8807,14.56,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,7/7/2024,558,1232,14.6,13,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,7/8/2024,2089,12731,14.65,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/9/2024,2172,12627,14.7,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/10/2024,2142,12778,14.73,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/11/2024,2169,12723,14.78,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/12/2024,2087,12694,14.79,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/13/2024,1468,8792,14.83,7,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,7/14/2024,2086,12692,14.86,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/15/2024,2078,12706,14.91,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/16/2024,2068,12733,14.93,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/17/2024,2097,12736,14.95,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/18/2024,1400,8734,14.99,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,7/19/2024,2154,12645,15.01,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/20/2024,2130,12780,15.05,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/21/2024,2079,12589,15.06,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/22/2024,2161,12673,15.1,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/23/2024,2151,12735,15.11,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/24/2024,2086,12690,15.14,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/25/2024,1424,8664,15.17,5,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,7/26/2024,2138,12620,15.22,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/27/2024,2152,12757,15.26,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/28/2024,2057,12665,15.27,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/29/2024,2143,12757,15.31,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,7/30/2024,2072,12638,15.33,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,7/31/2024,1430,8754,15.37,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,8/1/2024,45,193,15.41,13,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,8/2/2024,2068,12696,15.43,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/3/2024,2078,12595,15.46,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/4/2024,2063,12718,15.49,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/5/2024,1442,8722,15.54,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,8/6/2024,2109,12581,15.59,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/7/2024,2117,12624,15.61,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/8/2024,194,574,15.65,22,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,8/9/2024,2083,12682,15.69,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/10/2024,1436,8773,15.72,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,8/11/2024,2055,12632,15.76,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/12/2024,2142,12669,15.78,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/13/2024,2062,12676,15.8,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/14/2024,1413,8807,15.82,5,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,8/15/2024,2117,12603,15.85,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/16/2024,2058,12699,15.87,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/17/2024,1380,8699,15.9,7,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,8/18/2024,2124,12603,15.93,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/19/2024,362,3792,15.97,17,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,8/20/2024,2059,12657,16.01,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/21/2024,2059,12584,16.06,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/22/2024,2066,12706,16.1,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/23/2024,2063,12522,16.12,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/24/2024,2106,12559,16.15,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/25/2024,2083,12682,16.16,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,8/26/2024,651,2532,16.17,22,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,8/27/2024,637,448,16.2,17,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,8/28/2024,2068,12574,16.24,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/29/2024,2073,12580,16.28,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,8/30/2024,567,590,16.3,16,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,8/31/2024,2077,12685,16.33,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/1/2024,2037,12617,16.37,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/2/2024,2071,12699,16.41,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/3/2024,2078,12673,16.43,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/4/2024,2113,12692,16.47,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/5/2024,189,3772,16.52,21,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,9/6/2024,2035,12632,16.54,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/7/2024,1413,8616,16.56,5,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,9/8/2024,2047,12614,16.58,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/9/2024,2057,12615,16.62,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/10/2024,71,2090,16.67,18,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,9/11/2024,2028,12489,16.71,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/12/2024,2084,12613,16.75,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/13/2024,2099,12667,16.78,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/14/2024,2042,12480,16.81,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/15/2024,2047,12638,16.85,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/16/2024,2089,12609,16.88,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/17/2024,2024,12654,16.92,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/18/2024,2029,12560,16.94,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/19/2024,2090,12495,16.95,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/20/2024,2077,12582,16.99,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/21/2024,2111,12544,17.02,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/22/2024,2044,12568,17.07,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/23/2024,2033,12603,17.09,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/24/2024,2100,12483,17.1,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/25/2024,2058,12574,17.13,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/26/2024,2074,12592,17.15,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/27/2024,2068,12459,17.2,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/28/2024,2015,12542,17.25,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,9/29/2024,2065,12574,17.26,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,9/30/2024,2036,12600,17.29,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,10/1/2024,1401,8540,17.32,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,10/2/2024,1406,8693,17.35,6,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,10/3/2024,2074,12579,17.4,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/4/2024,2063,12614,17.43,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/5/2024,2031,12528,17.47,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/6/2024,2071,12562,17.49,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,10/7/2024,2076,12509,17.52,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,10/8/2024,2002,12616,17.53,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/9/2024,2038,12498,17.56,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/10/2024,2031,12487,17.58,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/11/2024,315,3753,17.61,10,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,10/12/2024,2004,12494,17.63,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/13/2024,2077,12449,17.66,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/14/2024,2028,12595,17.71,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/15/2024,1398,8518,17.73,8,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,10/16/2024,2049,12448,17.78,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,10/17/2024,2054,12426,17.8,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/18/2024,2055,12579,17.85,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/19/2024,1317,8569,17.88,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,10/20/2024,1993,12494,17.9,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/21/2024,2069,12556,17.91,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/22/2024,2046,12562,17.93,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,10/23/2024,1328,8592,17.97,7,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,10/24/2024,653,1586,17.99,12,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,10/25/2024,1997,12476,18.02,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,10/26/2024,2076,12402,18.03,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/27/2024,450,3702,18.06,17,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,10/28/2024,1323,8470,18.09,7,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,10/29/2024,2080,12557,18.11,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/30/2024,2076,12428,18.13,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,10/31/2024,2061,12399,18.14,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/1/2024,1997,12446,18.16,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/2/2024,2023,12475,18.18,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/3/2024,90,3020,18.19,12,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,11/4/2024,2002,12514,18.22,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/5/2024,2005,12384,18.27,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/6/2024,424,1430,18.28,23,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,11/7/2024,1984,12501,18.29,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/8/2024,2032,12373,18.34,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/9/2024,1356,8489,18.38,6,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,11/10/2024,2068,12371,18.41,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/11/2024,1997,12495,18.43,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/12/2024,567,3261,18.45,23,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,11/13/2024,2008,12534,18.48,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/14/2024,1355,8512,18.51,8,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,11/15/2024,1973,12375,18.54,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/16/2024,1973,12495,18.56,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/17/2024,1985,12524,18.59,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/18/2024,1358,8477,18.62,8,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,11/19/2024,2043,12420,18.64,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/20/2024,1319,8581,18.67,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,11/21/2024,2006,12352,18.71,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/22/2024,1989,12467,18.74,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/23/2024,634,3608,18.77,11,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,11/24/2024,1971,12349,18.78,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/25/2024,1978,12492,18.81,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/26/2024,2054,12335,18.86,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,11/27/2024,2033,12471,18.9,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/28/2024,1964,12428,18.92,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,11/29/2024,359,1966,18.94,12,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,11/30/2024,2046,12430,18.96,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/1/2024,1989,12425,19,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/2/2024,2054,12345,19.04,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/3/2024,2029,12496,19.05,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/4/2024,2032,12370,19.07,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/5/2024,335,1025,19.12,23,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,12/6/2024,1974,12483,19.15,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/7/2024,2040,12394,19.19,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/8/2024,2030,12495,19.21,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/9/2024,590,3877,19.23,14,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,12/10/2024,2047,12429,19.25,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/11/2024,1315,8467,19.3,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,12/12/2024,1949,12402,19.31,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/13/2024,2045,12477,19.36,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/14/2024,1997,12423,19.39,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/15/2024,1277,8519,19.41,5,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,12/16/2024,1960,12389,19.42,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/17/2024,2019,12291,19.46,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/18/2024,2015,12430,19.49,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,12/19/2024,1980,12465,19.51,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/20/2024,2008,12310,19.55,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/21/2024,1315,8504,19.59,8,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,12/22/2024,1980,12478,19.63,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/23/2024,1998,12328,19.67,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/24/2024,1943,12441,19.7,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/25/2024,602,3618,19.73,23,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,12/26/2024,1345,8399,19.78,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,12/27/2024,1988,12321,19.8,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/28/2024,1971,12384,19.85,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/29/2024,287,354,19.86,21,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,12/30/2024,1940,12331,19.89,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,12/31/2024,1978,12447,19.93,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/1/2025,1996,12324,19.96,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/2/2025,1977,12405,20.01,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/3/2025,1937,12277,20.05,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/4/2025,1951,12337,20.08,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/5/2025,2008,12311,20.11,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/6/2025,490,1108,20.13,17,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,1/7/2025,1939,12414,20.15,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/8/2025,1930,12372,20.19,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/9/2025,622,2337,20.23,22,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,1/10/2025,1996,12363,20.27,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/11/2025,1335,8340,20.32,8,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,1/12/2025,1936,12254,20.34,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/13/2025,1925,12383,20.36,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/14/2025,1288,8497,20.39,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,1/15/2025,1923,12392,20.42,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/16/2025,1987,12308,20.46,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/17/2025,1932,12361,20.49,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/18/2025,2012,12404,20.53,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/19/2025,1974,12308,20.55,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/20/2025,1963,12384,20.58,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/21/2025,2014,12367,20.61,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/22/2025,1952,12394,20.65,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/23/2025,2001,12387,20.69,0,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/24/2025,1988,12334,20.71,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/25/2025,2005,12365,20.76,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/26/2025,1944,12307,20.8,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/27/2025,2008,12210,20.85,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/28/2025,1283,8293,20.86,7,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,1/29/2025,1985,12375,20.89,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,1/30/2025,1970,12347,20.9,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,1/31/2025,1954,12349,20.94,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/1/2025,1254,8320,20.97,5,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,2/2/2025,1916,12224,20.99,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/3/2025,1923,12320,21.02,0,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/4/2025,2004,12306,21.05,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/5/2025,1999,12299,21.09,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/6/2025,1981,12377,21.13,2,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/7/2025,1911,12229,21.16,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/8/2025,1915,12331,21.21,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/9/2025,1941,12229,21.23,1,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/10/2025,1972,12354,21.28,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/11/2025,1937,12363,21.31,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/12/2025,1997,12375,21.34,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/13/2025,393,2702,21.36,12,Failed
WELL_017,Delta-Q-17,Niger Delta Offshore,2/14/2025,1979,12183,21.37,2,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/15/2025,1946,12176,21.39,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/16/2025,416,1628,21.41,11,Failed
WELL_017,Delta-Q-17,Niger Delta Onshore,2/17/2025,1272,8407,21.43,6,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,2/18/2025,1941,12241,21.48,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/19/2025,1971,12165,21.5,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/20/2025,1944,12198,21.54,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/21/2025,1299,8367,21.59,9,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,2/22/2025,1260,8401,21.62,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Onshore,2/23/2025,1915,12181,21.63,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/24/2025,1963,12199,21.65,3,Active
WELL_017,Delta-Q-17,Niger Delta Offshore,2/25/2025,1261,8336,21.68,4,Maintenance
WELL_017,Delta-Q-17,Niger Delta Offshore,2/26/2025,1915,12297,21.7,3,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/27/2025,1920,12216,21.75,1,Active
WELL_017,Delta-Q-17,Niger Delta Onshore,2/28/2025,1906,12161,21.77,1,Active
